device_id,os_type,control_name,expected,found
AND-28767,Android,Disable Camera Access,Disabled (if not required),Non-compliant
AND-81693,Android,Disable Camera Access,Disabled (if not required),Non-compliant
AND-81693,Android,Disable Password Manager,Disabled,Non-compliant
AND-81693,Android,Enforce VPN Use for Enterprise Traffic,Enforced,Non-compliant
AND-81693,Android,Disable Clipboard Access,Disabled or Controlled,Non-compliant
AND-81693,Android,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
AND-48323,Android,Disable Developer Options,Disabled,Non-compliant
AND-48323,Android,Disable Screen Capture,Disabled,Non-compliant
AND-48323,Android,Enable Safe Browsing Protection,Enabled,Non-compliant
AND-48323,Android,Disable Mixed Content Loading,Blocked,Non-compliant
AND-59502,Android,Enforce Screen Lock Timeout,≤ 5 minutes,Non-compliant
AND-59502,Android,Disable Auto Sync,Disabled,Non-compliant
AND-59502,Android,Disable Screen Recording,Disabled,Non-compliant
AND-59502,Android,Disable Automatic App Updates,Disabled or Controlled,Non-compliant
AND-59502,Android,Disable Flash Player,Disabled,Non-compliant
AND-10150,Android,Disable Sync Features,Disabled,Non-compliant
AND-22393,Android,Disable Unknown Sources for App Installation,Disabled,Non-compliant
AND-22393,Android,Disable Auto Sync,Disabled,Non-compliant
AND-58104,Android,Enforce Device Passcode,Enabled (Strong passcode),Non-compliant
AND-58104,Android,Disable Camera Access,Disabled (if not required),Non-compliant
AND-58104,Android,Block Pop-ups,Blocked,Non-compliant
AND-58104,Android,Disable Google Assistant on Lock Screen,Disabled,Non-compliant
AND-58104,Android,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
AND-95338,Android,Disable Unknown Sources for App Installation,Disabled,Non-compliant
AND-95338,Android,Disable Developer Options,Disabled,Non-compliant
AND-95338,Android,Disable Microphone Access,Disabled (if not required),Non-compliant
AND-95338,Android,Disable NFC,Disabled (if not needed),Non-compliant
AND-67085,Android,Disable NFC,Disabled (if not needed),Non-compliant
AND-67085,Android,Enforce VPN Use for Enterprise Traffic,Enforced,Non-compliant
AND-67085,Android,Block Third-party Cookies,Blocked,Non-compliant
AND-81348,Android,Disable USB Debugging,Disabled,Non-compliant
AND-81348,Android,Disable Bluetooth Sharing,Disabled or Limited,Non-compliant
AND-81348,Android,Disable Clipboard Access,Disabled or Controlled,Non-compliant
AND-81348,Android,Disable Automatic App Updates,Disabled or Controlled,Non-compliant
AND-81348,Android,Disable Mixed Content Loading,Blocked,Non-compliant
AND-50223,Android,Enforce Device Passcode,Enabled (Strong passcode),Non-compliant
AND-50223,Android,Disable Bluetooth Sharing,Disabled or Limited,Non-compliant
AND-50223,Android,Disable Flash Player,Disabled,Non-compliant
AND-87417,Android,Enforce Device Passcode,Enabled (Strong passcode),Non-compliant
AND-87417,Android,Disable Auto Sync,Disabled,Non-compliant
AND-87417,Android,Block Pop-ups,Blocked,Non-compliant
AND-87417,Android,Disable NFC,Disabled (if not needed),Non-compliant
AND-87417,Android,Enforce VPN Use for Enterprise Traffic,Enforced,Non-compliant
AND-87417,Android,Disable Sync Features,Disabled,Non-compliant
AND-87417,Android,Disable Screen Recording,Disabled,Non-compliant
AND-99648,Android,Block Installation of Unapproved Apps,Block unapproved apps,Non-compliant
AND-99648,Android,Disable Password Manager,Disabled,Non-compliant
AND-99648,Android,Enforce VPN Use for Enterprise Traffic,Enforced,Non-compliant
AND-99648,Android,Disable Google Assistant on Lock Screen,Disabled,Non-compliant
AND-99648,Android,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
AND-16087,Android,Block Installation of Unapproved Apps,Block unapproved apps,Non-compliant
AND-16087,Android,Disable Screen Capture,Disabled,Non-compliant
AND-16087,Android,Disable Auto Sync,Disabled,Non-compliant
AND-16087,Android,Disable Location Services,Disabled or Limited,Non-compliant
AND-42539,Android,Enforce Screen Lock Timeout,≤ 5 minutes,Non-compliant
AND-42539,Android,Disable USB Debugging,Disabled,Non-compliant
AND-42539,Android,Disable Auto Sync,Disabled,Non-compliant
AND-42539,Android,Enforce Encryption of Data at Rest,Enabled,Non-compliant
AND-42539,Android,Disable Camera Access,Disabled (if not required),Non-compliant
AND-42539,Android,Disable Password Manager,Disabled,Non-compliant
AND-42539,Android,Disable Clipboard Access,Disabled or Controlled,Non-compliant
AND-42539,Android,Disable Google Assistant on Lock Screen,Disabled,Non-compliant
AND-39616,Android,Disable USB File Transfer,Disabled,Non-compliant
AND-39616,Android,Disable Auto Sync,Disabled,Non-compliant
AND-39616,Android,Disable NFC,Disabled (if not needed),Non-compliant
AND-33485,Android,Enforce Screen Lock Timeout,≤ 5 minutes,Non-compliant
AND-33485,Android,Disable Developer Options,Disabled,Non-compliant
AND-33485,Android,Disable Autofill,Disabled,Non-compliant
AND-33485,Android,Disable Bluetooth Sharing,Disabled or Limited,Non-compliant
AND-33485,Android,Disable Clipboard Access,Disabled or Controlled,Non-compliant
AND-33485,Android,Disable Screen Recording,Disabled,Non-compliant
AND-33485,Android,Disable Automatic App Updates,Disabled or Controlled,Non-compliant
AND-21097,Android,Disable USB Debugging,Disabled,Non-compliant
AND-21097,Android,Disable NFC,Disabled (if not needed),Non-compliant
AND-21097,Android,Disable Screen Recording,Disabled,Non-compliant
AND-21097,Android,Disable Automatic App Updates,Disabled or Controlled,Non-compliant
AND-64002,Android,Disable USB Debugging,Disabled,Non-compliant
AND-64002,Android,Disable Background Data Usage,Disabled or Limited,Non-compliant
AND-64002,Android,Disable Camera Access,Disabled (if not required),Non-compliant
AND-64002,Android,Disable Autofill,Disabled,Non-compliant
AND-64002,Android,Disable Password Manager,Disabled,Non-compliant
AND-61375,Android,Disable USB File Transfer,Disabled,Non-compliant
AND-61375,Android,Disable Screen Capture,Disabled,Non-compliant
AND-61375,Android,Disable Auto Sync,Disabled,Non-compliant
AND-61375,Android,Disable Bluetooth Sharing,Disabled or Limited,Non-compliant
AND-61375,Android,Enable Safe Browsing Protection,Enabled,Non-compliant
AND-61375,Android,Enforce VPN Use for Enterprise Traffic,Enforced,Non-compliant
AND-61168,Android,Enforce Device Passcode,Enabled (Strong passcode),Non-compliant
AND-61168,Android,Disable Unknown Sources for App Installation,Disabled,Non-compliant
AND-61168,Android,Disable Screen Capture,Disabled,Non-compliant
AND-61168,Android,Disable Background Data Usage,Disabled or Limited,Non-compliant
AND-61168,Android,Disable Camera Access,Disabled (if not required),Non-compliant
AND-61168,Android,Disable Microphone Access,Disabled (if not required),Non-compliant
AND-61168,Android,Block Pop-ups,Blocked,Non-compliant
AND-61168,Android,Enable Safe Browsing Protection,Enabled,Non-compliant
AND-61168,Android,Disable Sync Features,Disabled,Non-compliant
AND-61168,Android,Block Third-party Cookies,Blocked,Non-compliant
AND-61168,Android,Disable Flash Player,Disabled,Non-compliant
AND-54687,Android,Block Installation of Unapproved Apps,Block unapproved apps,Non-compliant
AND-54687,Android,Disable Screen Capture,Disabled,Non-compliant
AND-54687,Android,Disable NFC,Disabled (if not needed),Non-compliant
AND-54687,Android,Disable Flash Player,Disabled,Non-compliant
AND-26742,Android,Disable USB Debugging,Disabled,Non-compliant
AND-26742,Android,Disable USB File Transfer,Disabled,Non-compliant
AND-48554,Android,Disable Unknown Sources for App Installation,Disabled,Non-compliant
AND-48554,Android,Disable Background Data Usage,Disabled or Limited,Non-compliant
AND-48554,Android,Block Pop-ups,Blocked,Non-compliant
AND-48554,Android,Disable Bluetooth Sharing,Disabled or Limited,Non-compliant
AND-48554,Android,Disable Sync Features,Disabled,Non-compliant
AND-48554,Android,Disable Screen Recording,Disabled,Non-compliant
AND-48554,Android,Disable Mixed Content Loading,Blocked,Non-compliant
AND-89148,Android,Enable Safe Browsing Protection,Enabled,Non-compliant
AND-18016,Android,Disable USB Debugging,Disabled,Non-compliant
AND-18016,Android,Disable Developer Options,Disabled,Non-compliant
AND-18016,Android,Block Pop-ups,Blocked,Non-compliant
AND-18016,Android,Disable Sync Features,Disabled,Non-compliant
AND-97760,Android,Disable Background Data Usage,Disabled or Limited,Non-compliant
AND-97760,Android,Disable Auto Sync,Disabled,Non-compliant
AND-97760,Android,Disable Microphone Access,Disabled (if not required),Non-compliant
AND-33508,Android,Disable Autofill,Disabled,Non-compliant
AND-91611,Android,Disable Unknown Sources for App Installation,Disabled,Non-compliant
AND-91611,Android,Disable Screen Recording,Disabled,Non-compliant
AND-91611,Android,Block Third-party Cookies,Blocked,Non-compliant
AND-64340,Android,Enforce Screen Lock Timeout,≤ 5 minutes,Non-compliant
AND-64340,Android,Disable USB File Transfer,Disabled,Non-compliant
AND-64340,Android,Disable Background Data Usage,Disabled or Limited,Non-compliant
AND-64340,Android,Disable Location Services,Disabled or Limited,Non-compliant
AND-64340,Android,Disable Camera Access,Disabled (if not required),Non-compliant
AND-64340,Android,Disable Microphone Access,Disabled (if not required),Non-compliant
AND-64340,Android,Disable Autofill,Disabled,Non-compliant
AND-64340,Android,Disable Bluetooth Sharing,Disabled or Limited,Non-compliant
AND-64340,Android,Disable Sync Features,Disabled,Non-compliant
AND-64340,Android,Disable Automatic App Updates,Disabled or Controlled,Non-compliant
AND-61106,Android,Disable Location Services,Disabled or Limited,Non-compliant
AND-61106,Android,Enable Safe Browsing Protection,Enabled,Non-compliant
AND-42260,Android,Block Installation of Unapproved Apps,Block unapproved apps,Non-compliant
AND-42260,Android,Disable Auto Sync,Disabled,Non-compliant
AND-42260,Android,Disable Microphone Access,Disabled (if not required),Non-compliant
AND-42260,Android,Disable Autofill,Disabled,Non-compliant
AND-93038,Android,Block Installation of Unapproved Apps,Block unapproved apps,Non-compliant
AND-93038,Android,Disable USB Debugging,Disabled,Non-compliant
AND-93038,Android,Disable Screen Capture,Disabled,Non-compliant
AND-93038,Android,Disable Background Data Usage,Disabled or Limited,Non-compliant
AND-93038,Android,Disable Camera Access,Disabled (if not required),Non-compliant
AND-93038,Android,Enforce VPN Use for Enterprise Traffic,Enforced,Non-compliant
AND-93038,Android,Disable Clipboard Access,Disabled or Controlled,Non-compliant
AND-93038,Android,Disable Google Assistant on Lock Screen,Disabled,Non-compliant
AND-54038,Android,Enforce Device Passcode,Enabled (Strong passcode),Non-compliant
AND-54038,Android,Disable Unknown Sources for App Installation,Disabled,Non-compliant
AND-54038,Android,Disable Bluetooth Sharing,Disabled or Limited,Non-compliant
AND-54038,Android,Disable Screen Recording,Disabled,Non-compliant
AND-37307,Android,Block Installation of Unapproved Apps,Block unapproved apps,Non-compliant
AND-37307,Android,Disable Auto Sync,Disabled,Non-compliant
AND-37307,Android,Disable Camera Access,Disabled (if not required),Non-compliant
AND-37307,Android,Block Pop-ups,Blocked,Non-compliant
AND-37307,Android,Disable Clipboard Access,Disabled or Controlled,Non-compliant
AND-37307,Android,Disable Screen Recording,Disabled,Non-compliant
AND-37307,Android,Disable Automatic App Updates,Disabled or Controlled,Non-compliant
AND-15377,Android,Enforce Encryption of Data at Rest,Enabled,Non-compliant
AND-15377,Android,Disable Microphone Access,Disabled (if not required),Non-compliant
AND-15377,Android,Disable Bluetooth Sharing,Disabled or Limited,Non-compliant
AND-15377,Android,Disable Google Assistant on Lock Screen,Disabled,Non-compliant
AND-57096,Android,Disable USB Debugging,Disabled,Non-compliant
AND-57096,Android,Disable Background Data Usage,Disabled or Limited,Non-compliant
AND-57096,Android,Disable Location Services,Disabled or Limited,Non-compliant
AND-57096,Android,Disable Microphone Access,Disabled (if not required),Non-compliant
AND-57096,Android,Disable Password Manager,Disabled,Non-compliant
AND-57096,Android,Disable Google Assistant on Lock Screen,Disabled,Non-compliant
AND-57096,Android,Disable Screen Recording,Disabled,Non-compliant
AND-75250,Android,Enforce Device Passcode,Enabled (Strong passcode),Non-compliant
AND-75250,Android,Disable Unknown Sources for App Installation,Disabled,Non-compliant
AND-75250,Android,Disable Autofill,Disabled,Non-compliant
AND-75250,Android,Disable Flash Player,Disabled,Non-compliant
AND-47273,Android,Disable Location Services,Disabled or Limited,Non-compliant
AND-47273,Android,Disable Screen Recording,Disabled,Non-compliant
AND-47273,Android,Disable Automatic App Updates,Disabled or Controlled,Non-compliant
AND-47273,Android,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
AND-96384,Android,Block Installation of Unapproved Apps,Block unapproved apps,Non-compliant
AND-96384,Android,Block Third-party Cookies,Blocked,Non-compliant
AND-47668,Android,Disable Background Data Usage,Disabled or Limited,Non-compliant
AND-47668,Android,Disable NFC,Disabled (if not needed),Non-compliant
AND-47668,Android,Disable Sync Features,Disabled,Non-compliant
AND-80043,Android,Enforce Screen Lock Timeout,≤ 5 minutes,Non-compliant
AND-80043,Android,Disable Password Manager,Disabled,Non-compliant
AND-80043,Android,Enforce VPN Use for Enterprise Traffic,Enforced,Non-compliant
AND-80043,Android,Disable Sync Features,Disabled,Non-compliant
AND-80043,Android,Disable Google Assistant on Lock Screen,Disabled,Non-compliant
AND-80043,Android,Disable Automatic App Updates,Disabled or Controlled,Non-compliant
AND-80043,Android,Disable Mixed Content Loading,Blocked,Non-compliant
AND-66940,Android,Enforce Device Passcode,Enabled (Strong passcode),Non-compliant
AND-66940,Android,Disable Developer Options,Disabled,Non-compliant
AND-66940,Android,Disable Auto Sync,Disabled,Non-compliant
AND-66940,Android,Disable Camera Access,Disabled (if not required),Non-compliant
AND-66940,Android,Block Pop-ups,Blocked,Non-compliant
AND-66940,Android,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
AND-66940,Android,Disable Mixed Content Loading,Blocked,Non-compliant
AND-60729,Android,Disable Developer Options,Disabled,Non-compliant
AND-60729,Android,Disable Screen Capture,Disabled,Non-compliant
AND-60729,Android,Disable Auto Sync,Disabled,Non-compliant
AND-60729,Android,Disable Bluetooth Sharing,Disabled or Limited,Non-compliant
AND-60729,Android,Enable Safe Browsing Protection,Enabled,Non-compliant
AND-60729,Android,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
AND-48113,Android,Enforce Screen Lock Timeout,≤ 5 minutes,Non-compliant
AND-48113,Android,Disable Unknown Sources for App Installation,Disabled,Non-compliant
AND-48113,Android,Disable Screen Capture,Disabled,Non-compliant
AND-48113,Android,Disable Auto Sync,Disabled,Non-compliant
AND-48113,Android,Disable Microphone Access,Disabled (if not required),Non-compliant
AND-48113,Android,Disable Sync Features,Disabled,Non-compliant
AND-48113,Android,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
AND-48113,Android,Disable Mixed Content Loading,Blocked,Non-compliant
AND-52257,Android,Disable Bluetooth Sharing,Disabled or Limited,Non-compliant
AND-52257,Android,Enable Safe Browsing Protection,Enabled,Non-compliant
AND-52257,Android,Enforce VPN Use for Enterprise Traffic,Enforced,Non-compliant
AND-52257,Android,Disable Clipboard Access,Disabled or Controlled,Non-compliant
AND-52257,Android,Disable Screen Recording,Disabled,Non-compliant
AND-52257,Android,Block Third-party Cookies,Blocked,Non-compliant
AND-50190,Android,Disable Microphone Access,Disabled (if not required),Non-compliant
AND-50190,Android,Disable Autofill,Disabled,Non-compliant
AND-50190,Android,Disable Google Assistant on Lock Screen,Disabled,Non-compliant
AND-50190,Android,Block Third-party Cookies,Blocked,Non-compliant
AND-85614,Android,Disable Autofill,Disabled,Non-compliant
AND-85614,Android,Disable Clipboard Access,Disabled or Controlled,Non-compliant
AND-36524,Android,Block Installation of Unapproved Apps,Block unapproved apps,Non-compliant
AND-36524,Android,Disable USB File Transfer,Disabled,Non-compliant
AND-36524,Android,Disable Screen Capture,Disabled,Non-compliant
AND-36524,Android,Disable Flash Player,Disabled,Non-compliant
AND-97651,Android,Enforce Device Passcode,Enabled (Strong passcode),Non-compliant
AND-97651,Android,Enforce VPN Use for Enterprise Traffic,Enforced,Non-compliant
AND-88374,Android,Enforce Device Passcode,Enabled (Strong passcode),Non-compliant
AND-88374,Android,Disable Unknown Sources for App Installation,Disabled,Non-compliant
AND-88374,Android,Disable Password Manager,Disabled,Non-compliant
AND-88374,Android,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
AND-57831,Android,Disable Autofill,Disabled,Non-compliant
AND-57831,Android,Disable Password Manager,Disabled,Non-compliant
AND-57831,Android,Disable Google Assistant on Lock Screen,Disabled,Non-compliant
AND-57831,Android,Disable Mixed Content Loading,Blocked,Non-compliant
AND-14520,Android,Disable Screen Capture,Disabled,Non-compliant
AND-14520,Android,Enforce Encryption of Data at Rest,Enabled,Non-compliant
AND-14520,Android,Disable Sync Features,Disabled,Non-compliant
AND-14520,Android,Disable Mixed Content Loading,Blocked,Non-compliant
AND-32557,Android,Disable Camera Access,Disabled (if not required),Non-compliant
AND-32557,Android,Disable Automatic App Updates,Disabled or Controlled,Non-compliant
AND-32557,Android,Block Third-party Cookies,Blocked,Non-compliant
AND-32557,Android,Disable Mixed Content Loading,Blocked,Non-compliant
AND-20114,Android,Enforce Device Passcode,Enabled (Strong passcode),Non-compliant
AND-20114,Android,Disable Unknown Sources for App Installation,Disabled,Non-compliant
AND-20114,Android,Disable Background Data Usage,Disabled or Limited,Non-compliant
AND-20114,Android,Disable Sync Features,Disabled,Non-compliant
AND-20114,Android,Disable Automatic App Updates,Disabled or Controlled,Non-compliant
AND-28185,Android,Enforce Device Passcode,Enabled (Strong passcode),Non-compliant
AND-28185,Android,Disable Bluetooth Sharing,Disabled or Limited,Non-compliant
AND-28185,Android,Enable Safe Browsing Protection,Enabled,Non-compliant
AND-28185,Android,Disable Sync Features,Disabled,Non-compliant
AND-28185,Android,Disable Mixed Content Loading,Blocked,Non-compliant
AND-30576,Android,Enforce Device Passcode,Enabled (Strong passcode),Non-compliant
AND-30576,Android,Enforce Screen Lock Timeout,≤ 5 minutes,Non-compliant
AND-30576,Android,Enforce VPN Use for Enterprise Traffic,Enforced,Non-compliant
AND-30576,Android,Disable Google Assistant on Lock Screen,Disabled,Non-compliant
AND-30576,Android,Disable Screen Recording,Disabled,Non-compliant
AND-30576,Android,Disable Flash Player,Disabled,Non-compliant
AND-72900,Android,Disable Screen Recording,Disabled,Non-compliant
AND-72900,Android,Block Third-party Cookies,Blocked,Non-compliant
AND-84539,Android,Enforce Device Passcode,Enabled (Strong passcode),Non-compliant
AND-84539,Android,Disable Background Data Usage,Disabled or Limited,Non-compliant
AND-84539,Android,Disable Microphone Access,Disabled (if not required),Non-compliant
AND-84539,Android,Disable Automatic App Updates,Disabled or Controlled,Non-compliant
AND-84539,Android,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
AND-24418,Android,Enforce Screen Lock Timeout,≤ 5 minutes,Non-compliant
AND-24418,Android,Disable USB File Transfer,Disabled,Non-compliant
AND-24418,Android,Disable Screen Capture,Disabled,Non-compliant
AND-24418,Android,Disable Auto Sync,Disabled,Non-compliant
AND-24418,Android,Block Pop-ups,Blocked,Non-compliant
AND-24418,Android,Disable Automatic App Updates,Disabled or Controlled,Non-compliant
AND-24418,Android,Disable Flash Player,Disabled,Non-compliant
AND-24418,Android,Disable Mixed Content Loading,Blocked,Non-compliant
AND-37300,Android,Enforce Device Passcode,Enabled (Strong passcode),Non-compliant
AND-37300,Android,Enforce Encryption of Data at Rest,Enabled,Non-compliant
AND-37300,Android,Disable Bluetooth Sharing,Disabled or Limited,Non-compliant
AND-37300,Android,Enforce VPN Use for Enterprise Traffic,Enforced,Non-compliant
AND-37300,Android,Disable Automatic App Updates,Disabled or Controlled,Non-compliant
AND-37300,Android,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
AND-83675,Android,Disable Unknown Sources for App Installation,Disabled,Non-compliant
AND-83675,Android,Block Installation of Unapproved Apps,Block unapproved apps,Non-compliant
AND-83675,Android,Disable NFC,Disabled (if not needed),Non-compliant
AND-83675,Android,Disable Google Assistant on Lock Screen,Disabled,Non-compliant
AND-83675,Android,Disable Flash Player,Disabled,Non-compliant
AND-90138,Android,Disable Location Services,Disabled or Limited,Non-compliant
AND-90138,Android,Disable Password Manager,Disabled,Non-compliant
AND-90138,Android,Disable Bluetooth Sharing,Disabled or Limited,Non-compliant
AND-98675,Android,Enforce Screen Lock Timeout,≤ 5 minutes,Non-compliant
AND-98675,Android,Disable Location Services,Disabled or Limited,Non-compliant
AND-98675,Android,Enable Safe Browsing Protection,Enabled,Non-compliant
AND-98675,Android,Disable Sync Features,Disabled,Non-compliant
AND-64646,Android,Enforce Device Passcode,Enabled (Strong passcode),Non-compliant
AND-64646,Android,Enforce Screen Lock Timeout,≤ 5 minutes,Non-compliant
AND-64646,Android,Disable Autofill,Disabled,Non-compliant
AND-64646,Android,Disable Screen Recording,Disabled,Non-compliant
AND-64646,Android,Disable Automatic App Updates,Disabled or Controlled,Non-compliant
AND-54023,Android,Disable USB Debugging,Disabled,Non-compliant
AND-54023,Android,Disable Developer Options,Disabled,Non-compliant
AND-54023,Android,Disable Location Services,Disabled or Limited,Non-compliant
AND-54023,Android,Enforce Encryption of Data at Rest,Enabled,Non-compliant
AND-54023,Android,Disable Bluetooth Sharing,Disabled or Limited,Non-compliant
AND-54023,Android,Disable Sync Features,Disabled,Non-compliant
AND-54023,Android,Disable Google Assistant on Lock Screen,Disabled,Non-compliant
AND-33768,Android,Disable USB Debugging,Disabled,Non-compliant
AND-33768,Android,Enforce Encryption of Data at Rest,Enabled,Non-compliant
AND-84912,Android,Enforce Screen Lock Timeout,≤ 5 minutes,Non-compliant
AND-84912,Android,Disable Location Services,Disabled or Limited,Non-compliant
AND-84912,Android,Disable Sync Features,Disabled,Non-compliant
AND-84912,Android,Disable Flash Player,Disabled,Non-compliant
AND-73037,Android,Disable USB File Transfer,Disabled,Non-compliant
AND-77606,Android,Disable Screen Capture,Disabled,Non-compliant
AND-77606,Android,Disable Password Manager,Disabled,Non-compliant
AND-77606,Android,Disable NFC,Disabled (if not needed),Non-compliant
AND-77606,Android,Enforce VPN Use for Enterprise Traffic,Enforced,Non-compliant
AND-77606,Android,Disable Automatic App Updates,Disabled or Controlled,Non-compliant
AND-77606,Android,Block Third-party Cookies,Blocked,Non-compliant
AND-29542,Android,Enforce Device Passcode,Enabled (Strong passcode),Non-compliant
AND-29542,Android,Disable Auto Sync,Disabled,Non-compliant
AND-29542,Android,Disable Sync Features,Disabled,Non-compliant
AND-29542,Android,Disable Screen Recording,Disabled,Non-compliant
AND-15790,Android,Enforce Screen Lock Timeout,≤ 5 minutes,Non-compliant
AND-15790,Android,Disable USB Debugging,Disabled,Non-compliant
AND-15790,Android,Disable Camera Access,Disabled (if not required),Non-compliant
AND-76456,Android,Disable Developer Options,Disabled,Non-compliant
AND-76456,Android,Disable Background Data Usage,Disabled or Limited,Non-compliant
AND-76456,Android,Disable Camera Access,Disabled (if not required),Non-compliant
AND-76456,Android,Disable Google Assistant on Lock Screen,Disabled,Non-compliant
AND-76456,Android,Disable Screen Recording,Disabled,Non-compliant
AND-39024,Android,Enforce Device Passcode,Enabled (Strong passcode),Non-compliant
AND-39024,Android,Disable Location Services,Disabled or Limited,Non-compliant
AND-39024,Android,Enforce Encryption of Data at Rest,Enabled,Non-compliant
AND-39024,Android,Disable NFC,Disabled (if not needed),Non-compliant
AND-59161,Android,Disable Location Services,Disabled or Limited,Non-compliant
AND-59161,Android,Disable Bluetooth Sharing,Disabled or Limited,Non-compliant
AND-59161,Android,Disable Flash Player,Disabled,Non-compliant
AND-25544,Android,Enforce Screen Lock Timeout,≤ 5 minutes,Non-compliant
AND-25544,Android,Disable Unknown Sources for App Installation,Disabled,Non-compliant
AND-25544,Android,Disable Developer Options,Disabled,Non-compliant
AND-25544,Android,Disable Screen Capture,Disabled,Non-compliant
AND-25544,Android,Disable Background Data Usage,Disabled or Limited,Non-compliant
AND-25544,Android,Disable Auto Sync,Disabled,Non-compliant
AND-25544,Android,Disable Location Services,Disabled or Limited,Non-compliant
AND-25544,Android,Enforce Encryption of Data at Rest,Enabled,Non-compliant
AND-25544,Android,Disable Bluetooth Sharing,Disabled or Limited,Non-compliant
AND-66049,Android,Disable USB Debugging,Disabled,Non-compliant
AND-66049,Android,Disable Auto Sync,Disabled,Non-compliant
AND-66049,Android,Disable Mixed Content Loading,Blocked,Non-compliant
AND-18466,Android,Disable Developer Options,Disabled,Non-compliant
AND-18466,Android,Disable Microphone Access,Disabled (if not required),Non-compliant
AND-18466,Android,Enforce VPN Use for Enterprise Traffic,Enforced,Non-compliant
AND-18466,Android,Disable Screen Recording,Disabled,Non-compliant
AND-30155,Android,Enforce Screen Lock Timeout,≤ 5 minutes,Non-compliant
AND-30155,Android,Block Installation of Unapproved Apps,Block unapproved apps,Non-compliant
AND-30155,Android,Disable USB File Transfer,Disabled,Non-compliant
AND-30155,Android,Disable Screen Capture,Disabled,Non-compliant
AND-30155,Android,Disable Mixed Content Loading,Blocked,Non-compliant
AND-38969,Android,Enforce Screen Lock Timeout,≤ 5 minutes,Non-compliant
AND-38969,Android,Disable Unknown Sources for App Installation,Disabled,Non-compliant
AND-38969,Android,Disable Password Manager,Disabled,Non-compliant
AND-38969,Android,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
AND-59393,Android,Disable NFC,Disabled (if not needed),Non-compliant
AND-59393,Android,Disable Screen Recording,Disabled,Non-compliant
AND-59393,Android,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
AND-59393,Android,Disable Mixed Content Loading,Blocked,Non-compliant
AND-94679,Android,Disable USB File Transfer,Disabled,Non-compliant
AND-94679,Android,Disable Auto Sync,Disabled,Non-compliant
AND-94679,Android,Disable NFC,Disabled (if not needed),Non-compliant
AND-94679,Android,Enforce VPN Use for Enterprise Traffic,Enforced,Non-compliant
AND-94679,Android,Disable Clipboard Access,Disabled or Controlled,Non-compliant
AND-94679,Android,Disable Mixed Content Loading,Blocked,Non-compliant
AND-60388,Android,Disable Developer Options,Disabled,Non-compliant
AND-60388,Android,Disable Auto Sync,Disabled,Non-compliant
AND-60388,Android,Disable Microphone Access,Disabled (if not required),Non-compliant
AND-60388,Android,Disable Sync Features,Disabled,Non-compliant
AND-19492,Android,Disable Developer Options,Disabled,Non-compliant
AND-19492,Android,Disable Clipboard Access,Disabled or Controlled,Non-compliant
AND-19492,Android,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
AND-19492,Android,Block Third-party Cookies,Blocked,Non-compliant
AND-90133,Android,Enforce Encryption of Data at Rest,Enabled,Non-compliant
AND-90133,Android,Disable Microphone Access,Disabled (if not required),Non-compliant
AND-90133,Android,Block Pop-ups,Blocked,Non-compliant
AND-90133,Android,Disable Screen Recording,Disabled,Non-compliant
AND-90133,Android,Disable Automatic App Updates,Disabled or Controlled,Non-compliant
AND-90133,Android,Block Third-party Cookies,Blocked,Non-compliant
AND-72058,Android,Block Installation of Unapproved Apps,Block unapproved apps,Non-compliant
AND-72058,Android,Disable Auto Sync,Disabled,Non-compliant
AND-75651,Android,Disable NFC,Disabled (if not needed),Non-compliant
AND-75651,Android,Enforce VPN Use for Enterprise Traffic,Enforced,Non-compliant
AND-75651,Android,Disable Flash Player,Disabled,Non-compliant
AND-82695,Android,Block Installation of Unapproved Apps,Block unapproved apps,Non-compliant
AND-82695,Android,Enforce Encryption of Data at Rest,Enabled,Non-compliant
AND-82695,Android,Disable Autofill,Disabled,Non-compliant
AND-82695,Android,Enforce VPN Use for Enterprise Traffic,Enforced,Non-compliant
AND-82695,Android,Disable Flash Player,Disabled,Non-compliant
AND-95369,Android,Disable USB File Transfer,Disabled,Non-compliant
AND-95369,Android,Disable Auto Sync,Disabled,Non-compliant
AND-95369,Android,Disable Bluetooth Sharing,Disabled or Limited,Non-compliant
AND-95369,Android,Enable Safe Browsing Protection,Enabled,Non-compliant
AND-54646,Android,Disable Unknown Sources for App Installation,Disabled,Non-compliant
AND-54646,Android,Block Installation of Unapproved Apps,Block unapproved apps,Non-compliant
AND-54646,Android,Disable Microphone Access,Disabled (if not required),Non-compliant
